1558898645;0.0249335;0;1
1558898645;0.6336508;4344;1
1558898645;1.1333145;4452;1
1558898645;1.6339759;4564;1
1558898645;2.1336672;4788;1
1558898645;2.6333295;4436;1
1558898645;3.1339909;4820;1
1558898645;3.6337371;4740;1
1558898645;4.1345928;4760;1
1558898645;4.6342569;4856;1
1558898645;5.1350067;4472;1
1558898645;5.6344015;4836;1
1558898645;6.1350628;4828;1
1558898645;6.6348303;4844;1
1558898645;7.1354637;4824;1
1558898645;7.6351275;4540;1
1558898645;8.1351591;4804;1
1558898645;8.6358201;4672;1
1558898645;9.1354831;4792;1
1558898645;9.6356928;4784;1
1558898645;10.1359405;4472;1
1558898645;10.6357961;4828;1
1558898645;11.1354891;4564;1
1558898645;11.6358056;4836;1
1558898645;12.1360484;4696;1
1558898645;12.6358754;4536;1
1558898645;13.1365367;4840;1
